BBL,ENERGY STAR Score,Calendar Year,Emisiones DOB,ranking
1014067504,61.0,2024,1134.84,31100
4114290001,87.0,2024,173.6,5788
4052817501,67.0,2024,306.47,17342
4001617501,100.0,2024,181.78,3222
4019390011,99.0,2024,154.77,3230
4001840009,60.0,2024,231.12,14888
2051140014,83.0,2024,373.99,15150
1012950020,,2024,768.81,
4012940036,,2024,371.31,
1017490066,,2024,272.19,
1021770100,,2024,480.65,
1005710025,,2024,293.77,
3074140033,89.0,2024,261.09,9006
1021770091,92.0,2024,175.73,5001
1006340016,100.0,2024,69.51,881
1011717509,,2024,2529.03,
3008290020,86.0,2024,191.42,6720
2024220030,100.0,2024,54.39,623
1021320007,54.0,2024,294.37,20106
2027650146,37.0,2024,245.69,20681
3052310072,50.0,2024,136.22,11313
3010910040,,2024,110.36,
1000680028,34.0,2024,663.66,32104
3001670013,67.0,2024,3309.82,32229
2023517501,91.0,2024,591.08,17721
1008910077,,2024,417.86,
1021090007,,2024,215.15,
1016430010,48.0,2024,254.24,19102
3008370001,35.0,2024,407.46,28030
3013070001,,2024,70.18,
2030150034,,2024,247.01,
2030610003,,2024,53.33,
3044080001,,2024,,
3007290072,34.0,2024,402.88,28033
2038340035,97.0,2024,110.0,2487
3053010001,,2024,73.24,
4035400042,,2024,120.25,
2038270142,,2024,381.44,
3066810389,51.0,2024,149.16,11777
4155070007,58.0,2024,463.96,25282
3066810230,7.0,2024,227.65,23478
1004417504,22.0,2024,816.47,34233
1019900001,92.0,2024,673.7,18581
4001700001,78.0,2024,389.76,17343
2033560164,100.0,2024,156.24,2483
2025260078,97.0,2024,132.24,2960
2057760614,3.0,2024,783.0,35006
1009160055,82.0,2024,332.81,13985
3019330060,54.0,2024,1968.4,33600
5028420001,,2024,136.72,
1002157502,66.0,2024,367.23,20343
1007950014,,2024,277.31,
1004747503,,2024,204.98,
1001400001,,2024,146.72,
1021347503,98.0,2024,206.15,5116
1004857501,29.0,2024,162.32,16164
1005130010,,2024,152.13,
1001477509,,2024,543.16,
1002300031,,2024,51.83,
1004977502,,2024,401.27,
1001807507,,2024,259.97,
1002197504,,2024,260.02,
5006107502,72.0,2024,313.25,16200
1006947501,49.0,2024,476.37,27436
1011657505,68.0,2024,748.67,27150
1005160026,,2024,187.42,
1001367502,49.0,2024,321.51,22558
1005697501,73.0,2024,380.36,18630
1007977501,,2024,434.0,
1001897501,74.0,2024,242.66,11940
1005290001,,2024,406.55,
1001507501,,2024,239.49,
1001407505,,2024,587.42,
1002207502,13.0,2024,742.3,34345
1002187501,90.0,2024,819.58,21043
1007977502,89.0,2024,330.63,11761
1006987501,35.0,2024,440.08,28882
1002227502,83.0,2024,314.72,12916
1007927503,,2024,168.71,
1005300007,,2024,120.29,
1006380004,99.0,2024,217.65,5304
1005527504,94.0,2024,183.11,4939
1002157501,,2024,70.72,
1012467501,100.0,2024,130.34,1909
1001437503,,2024,127.13,
1001787502,,2024,291.03,
1004870016,,2024,140.55,
1007937502,,2024,90.08,
1001947501,,2024,86.43,
1000527502,,2024,389.81,
1001907508,,2024,107.81,
1002177502,,2024,214.43,
1001907501,,2024,101.12,
4093630033,5.0,2024,566.76,33565
3026630028,93.0,2024,10.99,1670
1001747505,,2024,390.66,
1000657501,31.0,2024,199.17,18436
1001717501,100.0,2024,66.52,841
1002300020,,2024,160.84,
1005137503,,2024,465.61,
1002190026,,2024,87.08,
1005297502,,2024,151.49,
1001897502,,2024,205.97,
3010417501,,2024,259.98,
1005450007,,2024,128.77,
1000727501,,2024,120.33,
1005310001,,2024,627.64,
1004980020,,2024,278.04,
1002357501,,2024,140.19,
1000177502,,2024,376.98,
1005150031,,2024,182.88,
1004757505,,2024,268.36,
4093630008,90.0,2024,853.19,21353
3085580010,78.0,2024,299.15,13734
1018870045,96.0,2024,186.34,4752
4021550001,81.0,2024,1190.06,26288
1012450037,100.0,2024,73.85,958
1016157501,93.0,2024,976.81,21298
1008040018,49.0,2024,190.33,14662
1018467501,,2024,1216.99,
4030990042,80.0,2024,687.65,22904
4021520106,88.0,2024,205.3,6888
4021510101,98.0,2024,829.46,18512
1014057501,58.0,2024,186.33,12555
1014710045,53.0,2024,801.84,30747
1012237504,74.0,2024,279.54,13890
1018760007,76.0,2024,752.03,24888
1008750055,92.0,2024,297.05,9692
1018880076,94.0,2024,170.55,4486
1016767504,39.0,2024,240.59,19995
1012520065,92.0,2024,153.83,4259
4031690036,97.0,2024,393.43,11596
1011960013,93.0,2024,176.11,4827
4021520101,97.0,2024,548.62,15143
4021540001,79.0,2024,1074.95,26557
1013470009,100.0,2024,158.94,2556
3046750045,25.0,2024,164.85,16894
1005950016,,2024,122.56,
1006080074,100.0,2024,39.18,360
1002100026,,2024,202.05,
1004980018,,2024,254.51,
1005020004,,2024,292.04,
1005300044,,2024,158.39,
1011850082,,2024,133.59,
1012100017,79.0,2024,236.74,10376
1011200061,,2024,281.04,
1001870030,,2024,372.1,
1012290054,100.0,2024,201.39,3807
1018950001,100.0,2024,97.96,1328
2033010063,68.0,2024,143.58,8326
2032790006,75.0,2024,249.62,12052
4062160001,95.0,2024,420.23,12876
1002237502,10.0,2024,1627.45,36171
2028260034,,2024,301.1,
4104750350,93.0,2024,163.98,4431
1010480033,12.0,2024,1549.07,36072
3071167501,97.0,2024,121.46,2724
3051077501,100.0,2024,115.93,1622
3002297501,54.0,2024,219.03,15531
1014537502,89.0,2024,103.51,3466
3063690001,,2024,345.36,
1008970075,16.0,2024,321.25,27477
1012450034,81.0,2024,192.67,7793
3056640006,68.0,2024,236.13,13261
1009310017,95.0,2024,220.21,6155
1011710151,60.0,2024,961.74,30543
4026110508,82.0,2024,33.5,3342
4157040040,,2024,244.64,
4001190115,64.0,2024,233.42,14115
1008340019,75.0,2024,371.12,17661
1010437501,9.0,2024,477.68,32079
1015267502,75.0,2024,816.03,25861
1018817503,68.0,2024,247.72,13889
1007007502,91.0,2024,245.78,7900
2033280085,92.0,2024,362.82,12018
2038270223,85.0,2024,350.87,13737
4041470001,65.0,2024,743.59,27876
4001830250,10.0,2024,487.07,32162
1004637501,31.0,2024,162.1,15877
1021540021,70.0,2024,237.03,12745
1018600020,51.0,2024,3316.84,34524
1007700048,56.0,2024,133.35,10156
1019447503,80.0,2024,214.36,9037
1005957507,,2024,141.92,
5000910043,85.0,2024,611.22,20163
3011497501,31.0,2024,238.05,21160
1013030014,55.0,2024,3749.55,34196
2054090493,53.0,2024,51.86,8065
3036420001,,2024,33.92,
4032360035,13.0,2024,4065.94,36613
4023440004,,2024,259.92,
2031650055,,2024,69.34,
1015430009,91.0,2024,278.69,9216
2032300005,37.0,2024,260.93,21627
2032300010,27.0,2024,481.07,30617
2031930017,37.0,2024,278.65,22601
2032190156,39.0,2024,242.49,20120
2025770048,7.0,2024,443.66,31703
2023817501,84.0,2024,581.42,20026
2031980031,50.0,2024,260.56,19046
2025770052,39.0,2024,316.68,24208
2041747502,80.0,2024,110.03,5080
4002370001,91.0,2024,615.01,18119
1006010052,60.0,2024,713.44,28711
2025260090,85.0,2024,1959.19,26846
2029500020,79.0,2024,138.3,6067
3037850075,51.0,2024,309.26,21542
3037850001,56.0,2024,432.99,24917
2024530030,92.0,2024,188.69,5469
2024310001,70.0,2024,353.4,18560
2028000013,82.0,2024,317.86,13381
2028060033,81.0,2024,235.22,9793
2028090005,80.0,2024,281.99,12241
2042340052,55.0,2024,125.44,10013
2031610018,5.0,2024,412.74,31220
2032140025,76.0,2024,245.56,11575
2033010092,37.0,2024,223.49,19188
2033150098,71.0,2024,262.06,13894
2033150094,48.0,2024,308.33,22136
2032490092,100.0,2024,96.78,1305
2032850001,69.0,2024,281.71,15424
2033110051,41.0,2024,258.25,20729
2033330001,83.0,2024,297.1,12071
2033240019,74.0,2024,304.63,15146
2048350018,96.0,2024,175.03,4335
2049960041,34.0,2024,268.15,22518
1002670001,1.0,2024,4422.87,36903
1002670010,,2024,483.63,
1002430056,78.0,2024,540.04,21354
1002590071,,2024,,
1002590001,76.0,2024,555.86,22259
1002440019,,2024,,
2027200028,79.0,2024,162.99,6964
3048370089,73.0,2024,310.82,15764
3053280023,89.0,2024,295.89,10413
3087650027,100.0,2024,44.45,443
3073960053,44.0,2024,717.13,31410
4023650040,51.0,2024,231.07,16927
1021700348,100.0,2024,42.96,423
2033030001,100.0,2024,86.77,1171
3022880013,16.0,2024,175.0,18788
3013410012,100.0,2024,319.95,7626
1021700353,1.0,2024,454.27,32420
1008950066,100.0,2024,94.97,1274
1005390031,81.0,2024,297.15,12697
1004227503,,2024,120.87,
1011830046,55.0,2024,564.31,27890
4099137501,19.0,2024,1235.95,35484
2032010030,30.0,2024,565.93,31558
2032130051,39.0,2024,334.72,24952
2033080045,65.0,2024,170.47,10177
2033360019,43.0,2024,197.76,16279
3055970064,16.0,2024,235.26,22981
3004010001,57.0,2024,1055.48,31511
3013410001,2.0,2024,1748.05,36516
3021400026,78.0,2024,565.4,21781
3021410019,,2024,,
3021760001,5.0,2024,1066.62,35800
3021720001,1.0,2024,2976.76,36820
3021570006,76.0,2024,134.17,6488
3021560007,66.0,2024,195.58,11327
3021450008,92.0,2024,111.04,3169
3021450018,63.0,2024,334.4,19819
3018040010,66.0,2024,277.2,16033
4000550017,34.0,2024,176.98,16431
2028520021,71.0,2024,162.7,8567
2028540021,53.0,2024,157.0,11824
2028540018,86.0,2024,139.73,4821
2028540015,34.0,2024,169.25,15901
2028660110,91.0,2024,268.91,8843
2028050031,91.0,2024,441.68,14634
2028290068,57.0,2024,268.32,17881
2028540064,48.0,2024,343.14,23679
1019500041,76.0,2024,316.94,15138
1019870024,51.0,2024,271.21,19425
2028290063,87.0,2024,150.68,4997
3002440026,,2024,694.47,
2028500047,40.0,2024,245.71,20149
2028280017,49.0,2024,163.43,12982
4002890021,93.0,2024,138.97,3676
3021327502,86.0,2024,222.43,7991
1015717501,23.0,2024,1211.61,35234
1018457501,58.0,2024,1996.69,33019
1012207503,82.0,2024,211.64,8455
1018960014,97.0,2024,285.45,8150
4033477501,27.0,2024,736.16,33367
3067380035,62.0,2024,184.15,11582
2023510025,,2024,,
2028100024,90.0,2024,115.05,3560
2027920051,,2024,,
2023847501,88.0,2024,1467.46,24874
3029220034,67.0,2024,147.43,8705
2029760079,69.0,2024,225.75,12316
3063280001,86.0,2024,339.58,12995
1019200007,85.0,2024,123.37,4559
1008170057,,2024,240.07,
4112310246,,2024,122.56,
1015147502,86.0,2024,2394.38,26987
1001537501,37.0,2024,1078.15,34145
1009980012,76.0,2024,489.48,20906
1006957508,,2024,278.63,
1004000031,36.0,2024,416.12,28113
1013127501,88.0,2024,2116.85,26072
2042850005,85.0,2024,274.87,10546
2028660015,,2024,317.6,
2029760007,77.0,2024,841.62,25513
3051940001,3.0,2024,287.84,27360
4051850017,80.0,2024,613.66,21899
2028690087,56.0,2024,318.72,20877
1006930059,,2024,174.95,
1019120037,,2024,117.47,
2026070034,,2024,278.76,
2026410030,,2024,214.43,
2026900123,,2024,326.82,
3017780008,,2024,41.6,
2036730001,,2024,724.82,
2030140005,,2024,,
2030137501,68.0,2024,1233.88,29964
2030147501,75.0,2024,818.08,25878
3065807504,99.0,2024,131.42,2649
1001357509,,2024,197.47,
3011710007,90.0,2024,351.07,12182
4005047501,37.0,2024,439.91,28578
1009337501,67.0,2024,154.91,9010
2030010020,30.0,2024,183.91,17528
2029960027,45.0,2024,286.35,21568
3072807501,77.0,2024,668.11,23566
4000527503,92.0,2024,228.91,7040
3027427502,22.0,2024,312.12,26415
3018160031,98.0,2024,146.71,3198
1015220030,100.0,2024,107.56,1474
1001337511,,2024,529.24,
1003100027,,2024,117.15,
1007167506,98.0,2024,478.21,13440
1011370010,,2024,2173.44,
1011370001,,2024,3832.57,
1011340001,,2024,13040.58,
2025730087,42.0,2024,182.53,15438
4025850021,9.0,2024,892.54,35141
1021210024,52.0,2024,286.13,20096
3019090015,77.0,2024,363.5,16750
4002750023,79.0,2024,71.24,4394
2038120001,67.0,2024,180.1,10275
5024000118,95.0,2024,802.15,19156
1010107503,55.0,2024,530.4,27348
4002850001,43.0,2024,166.79,14248
1012160048,92.0,2024,252.23,7956
2024730012,97.0,2024,221.49,5839
2037670025,93.0,2024,224.99,6701
2037440057,51.0,2024,203.82,15140
2026140038,84.0,2024,490.07,18175
2033180020,94.0,2024,181.73,4892
2032500092,44.0,2024,607.63,30337
2032840034,83.0,2024,213.93,8315
2033190103,74.0,2024,345.15,16954
2033270067,88.0,2024,348.08,12694
2031540035,55.0,2024,318.51,21108
2032200110,44.0,2024,260.66,20332
4073490001,54.0,2024,696.16,29672
2025220005,62.0,2024,199.18,12446
2033150032,88.0,2024,240.72,8347
5038750001,,2024,400.6,
1000307501,74.0,2024,4616.98,31049
3025767501,63.0,2024,965.58,29950
3017477503,77.0,2024,244.6,11256
2027740349,84.0,2024,36.89,3071
1020517501,,2024,469.53,
3025307502,13.0,2024,4332.88,36630
3025307501,93.0,2024,646.79,17901
4005037502,39.0,2024,479.96,29126
4035900085,,2024,630.26,
1008110010,86.0,2024,445.41,16325
1008400004,,2024,259.27,
4000457502,44.0,2024,133.33,12184
1015900019,19.0,2024,824.89,34474
2036730002,,2024,1782.36,
1007620019,94.0,2024,393.36,12363
2036730060,57.0,2024,239.7,16116
3015920100,6.0,2024,190.36,21084
1015300001,1.0,2024,560.68,33819
1019050063,94.0,2024,93.07,2549
2032560005,22.0,2024,301.16,25853
3024157502,59.0,2024,124.04,9250
3012017501,91.0,2024,100.47,3095
2033100066,,2024,214.22,
1008990001,,2024,1848.18,
2057080088,,2024,,
2033280147,49.0,2024,288.61,20885
3009377504,59.0,2024,317.17,20085
3002447502,,2024,423.25,
1008960032,78.0,2024,661.84,23219
1003930025,60.0,2024,198.32,12865
1018820036,49.0,2024,395.55,25309
1006190026,1.0,2024,603.66,34215
3032760041,,2024,37.12,
3032760039,,2024,,
5016960008,,2024,869.47,
1005450026,,2024,2581.89,
1004097502,,2024,1406.06,
2036450001,,2024,1015.04,
1010450037,87.0,2024,245.8,8795
3000870009,51.0,2024,2368.84,34207
1013060042,87.0,2024,2170.58,26447
1009300038,92.0,2024,143.75,3972
1008150021,56.0,2024,1634.97,32878
1008670015,84.0,2024,476.82,17831
1000100016,,2024,1690.44,
3002457502,89.0,2024,1273.22,24076
2028350012,85.0,2024,460.5,17103
3024200022,1.0,2024,330.14,29399
4004170003,83.0,2024,634.62,21201
3001467501,43.0,2024,889.02,32654
3011427501,30.0,2024,736.1,33083
3017510010,79.0,2024,185.69,7928
3030527501,80.0,2024,132.31,5697
3024320012,85.0,2024,166.31,5918
3011550016,82.0,2024,115.05,4855
3019700013,100.0,2024,76.59,1012
3015900017,76.0,2024,172.33,7938
3014560001,95.0,2024,105.25,2660
1001790043,,2024,56.6,
1006190033,100.0,2024,309.8,7354
1017360001,,2024,,
1017360060,30.0,2024,875.79,33928
1019610037,,2024,,
3074180036,86.0,2024,130.53,4579
1003447501,83.0,2024,171.22,6478
3057087503,69.0,2024,183.85,10029
1008640032,46.0,2024,443.71,27241
1007710038,77.0,2024,480.9,20336
1009090015,46.0,2024,324.09,23258
1005000005,75.0,2024,255.81,12376
2033547501,93.0,2024,279.37,8784
4010160130,92.0,2024,52.65,2188
1016010027,43.0,2024,919.99,32758
4000840011,,2024,2515.7,
2033050036,,2024,276.27,
1016310025,68.0,2024,200.95,11158
1016370028,44.0,2024,335.35,24118
1016770014,83.0,2024,346.3,14172
1000130001,63.0,2024,1189.84,30877
3020060001,85.0,2024,374.35,14531
1017350012,79.0,2024,140.6,6145
4000170029,46.0,2024,396.66,25900
1015390010,95.0,2024,404.38,12406
1003430043,96.0,2024,268.86,7758
2028100037,73.0,2024,462.27,21199
1010630035,84.0,2024,340.84,13707
1015580050,74.0,2024,263.72,13114
1010570058,,2024,198.99,
3070490051,94.0,2024,250.81,7503
1010330006,94.0,2024,858.8,20063
1019507501,59.0,2024,356.57,21756
3029077501,99.0,2024,255.57,6666
1007910016,75.0,2024,174.89,8263
4017270008,89.0,2024,1657.91,25049
4058437501,77.0,2024,1039.67,26889
4064850003,45.0,2024,1475.36,34056
3026797503,,2024,108.59,
1019670040,84.0,2024,580.04,20002
2031327501,90.0,2024,728.1,20024
3030260001,1.0,2024,5545.07,36937
3030270001,6.0,2024,2014.87,36487
3030250046,64.0,2024,575.95,26059
3030240001,10.0,2024,1849.37,36307
3001647501,17.0,2024,3224.63,36429
4050247504,100.0,2024,50.62,555
4098437501,,2024,146.57,
1008410020,75.0,2024,1241.6,28259
3068027503,100.0,2024,88.65,1191
2037380010,55.0,2024,290.92,19664
2037380001,46.0,2024,294.82,21802
1021070014,95.0,2024,302.29,9201
1020140045,,2024,782.31,
2031480006,44.0,2024,272.17,20950
1001807508,,2024,504.5,
2030500010,69.0,2024,286.37,15679
4028740002,79.0,2024,451.34,18949
4004067501,80.0,2024,217.4,9204
1008180010,87.0,2024,298.7,11015
1014710021,67.0,2024,191.45,10875
4004387502,,2024,0.0,
3021930001,100.0,2024,2.81,34
4162310044,88.0,2024,291.37,10466
3017557503,98.0,2024,185.45,4388
4051990021,43.0,2024,6323.65,35428
4022240048,41.0,2024,296.16,22830
2030657501,97.0,2024,179.17,4323
2024530035,57.0,2024,377.25,23001
2024530041,60.0,2024,335.63,20677
1000417501,1.0,2024,486.63,32916
4006460030,87.0,2024,187.59,6339
3010537501,63.0,2024,159.7,10043
1021777501,90.0,2024,101.7,3278
1006190050,,2024,,
1005200029,55.0,2024,298.35,20073
1013030045,53.0,2024,208.01,15020
4002020023,100.0,2024,77.07,1019
4022880027,69.0,2024,265.85,14606
4000510020,67.0,2024,381.25,20546
3030470015,,2024,,
4000550020,89.0,2024,206.87,6787
1005447503,12.0,2024,723.2,34302
4156220001,31.0,2024,379.17,27757
2058411945,96.0,2024,417.38,12506
4161520046,,2024,1171.68,
1014050001,,2024,1490.12,
3009560047,64.0,2024,151.5,9471
1000520008,49.0,2024,1162.5,32978
3011260029,,2024,240.35,
5010700001,,2024,301.28,
1020510025,35.0,2024,371.07,26972
4002680015,27.0,2024,480.32,30605
2026690001,3.0,2024,322.39,28846
2033100029,65.0,2024,193.02,11426
4092540001,83.0,2024,142.1,5431
1012400036,2.0,2024,576.2,33883
1012400029,26.0,2024,411.32,29266
4121300014,32.0,2024,626.88,31989
1008600045,74.0,2024,1039.17,27721
2057430002,67.0,2024,369.01,20115
2057790815,69.0,2024,199.68,10862
1021330046,73.0,2024,268.49,13646
1018470021,86.0,2024,235.16,8594
1019440036,18.0,2024,422.66,30342
1020310054,39.0,2024,572.6,30623
3012510001,18.0,2024,374.67,29109
3034660020,18.0,2024,354.39,28474
4101700023,60.0,2024,429.51,23892
4122770001,65.0,2024,479.83,23909
1019270033,39.0,2024,410.26,27521
3012050062,4.0,2024,223.25,23551
3050560073,43.0,2024,141.72,12792
2026060020,,2024,326.93,
3069270060,100.0,2024,288.89,6690
3012080001,13.0,2024,561.17,32900
1018250059,65.0,2024,366.6,20607
2028770202,13.0,2024,449.31,31320
2028780083,29.0,2024,375.42,27901
2028780169,34.0,2024,408.97,28205
3014740056,49.0,2024,362.29,24214
4102007501,10.0,2024,479.78,32021
4121820080,100.0,2024,198.49,3721
3032040004,22.0,2024,239.93,22521
2028780023,19.0,2024,345.55,28073
1016670043,87.0,2024,94.34,3556
3014330023,57.0,2024,193.76,13272
2028760025,100.0,2024,60.66,736
1015990001,84.0,2024,166.2,6105
3035320025,55.0,2024,176.46,12558
3013990145,62.0,2024,176.36,11103
3013990115,93.0,2024,290.03,9210
3013090049,7.0,2024,234.55,23936
2028760031,41.0,2024,254.83,20531
3043350030,28.0,2024,219.21,20371
3016370005,32.0,2024,303.52,24652
1003790053,65.0,2024,230.87,13712
3014650050,60.0,2024,219.95,14224
3013990062,81.0,2024,441.17,17931
2025820026,44.0,2024,228.12,18158
2025820022,50.0,2024,235.32,17420
2025820030,40.0,2024,230.62,19137
2030487501,98.0,2024,710.95,17192
2030517501,,2024,1471.07,
4158537502,97.0,2024,389.63,11478
1003767501,82.0,2024,583.15,20761
2040420200,,2024,2475.66,
4041330001,,2024,255.84,
1008230059,97.0,2024,113.86,2573
3054160069,45.0,2024,202.23,16212
4026810001,93.0,2024,112.61,3065
2030830068,28.0,2024,332.27,26518
1008600001,,2024,1468.31,
1010307501,68.0,2024,4413.96,32241
2023720013,98.0,2024,84.03,1932
1005807501,69.0,2024,2881.7,31700
1010300001,,2024,1575.0,
1006970056,93.0,2024,1128.34,22217
1005190036,59.0,2024,220.13,14477
1012727503,11.0,2024,5866.73,36722
1017700071,,2024,163.09,
1014750005,1.0,2024,5091.79,36928
1021700550,35.0,2024,197.53,17716
3034087501,,2024,216.37,
3012300044,29.0,2024,191.86,18229
3019180006,71.0,2024,267.75,14160
4162160027,100.0,2024,27.28,225
2056417501,89.0,2024,142.04,4407
3000527501,31.0,2024,586.87,31689
1011717513,27.0,2024,6719.89,36291
1011717512,19.0,2024,3095.14,36355
1011710157,100.0,2024,624.74,13875
3048530035,100.0,2024,185.6,3351
3048530028,76.0,2024,592.69,22862
2029460022,22.0,2024,320.58,26769
2031230056,2.0,2024,316.15,28746
2029470009,37.0,2024,357.08,26158
2029460018,99.0,2024,120.54,2398
2031230046,37.0,2024,184.7,16493
2029470035,29.0,2024,204.42,19148
2031230044,99.0,2024,96.25,1976
4001620028,83.0,2024,171.35,6482
2043200014,38.0,2024,515.25,29906
2049960060,9.0,2024,308.31,27636
2033480008,30.0,2024,237.78,21292
2032610018,40.0,2024,182.27,15799
2043200022,89.0,2024,667.33,19531
4007680025,,2024,70.05,
1021740166,16.0,2024,606.19,33168
1022250042,13.0,2024,309.66,27299
1022390001,81.0,2024,184.45,7473
1008820052,100.0,2024,75.11,986
1007880086,88.0,2024,526.15,17542
4003120089,60.0,2024,590.9,27196
2024560237,36.0,2024,210.29,18438
3015910045,50.0,2024,500.41,27750
3070457501,9.0,2024,431.69,31275
3064500001,,2024,413.67,
1015270035,83.0,2024,183.45,7000
1014290013,97.0,2024,272.45,7690
1005947504,8.0,2024,360.87,29637
1015210064,,2024,,
2032190175,,2024,,
1021140035,38.0,2024,1009.48,33762
4019137501,50.0,2024,412.6,25597
4019127501,100.0,2024,20.27,170
2033260045,35.0,2024,305.24,24313
1021800522,62.0,2024,369.25,21509
3022960012,,2024,221.8,
4014560041,,2024,597.84,
4055410001,56.0,2024,538.62,27298
1018670009,69.0,2024,247.13,13598
2029330029,5.0,2024,536.91,33238
1018297501,84.0,2024,429.48,16574
3002310017,100.0,2024,2.55,28
1003980008,91.0,2024,303.99,10202
3025690035,65.0,2024,239.74,14207
4012420032,6.0,2024,537.74,33175
4043430090,,2024,955.83,
3068180074,98.0,2024,346.74,10008
1001440001,17.0,2024,461.98,31222
3027970011,29.0,2024,186.31,17851
4161510092,,2024,439.9,
4158530039,,2024,287.92,
2033160033,57.0,2024,293.78,19321
4161390011,90.0,2024,208.75,6644
4161510006,65.0,2024,250.78,14839
4158900042,,2024,342.44,
3029090030,94.0,2024,52.67,1951
1014510017,,2024,195.29,
1012980023,79.0,2024,3970.19,29744
1013760051,67.0,2024,730.18,27255
1014920037,85.0,2024,456.31,16993
1014927501,18.0,2024,616.98,33119
1006327503,,2024,248.92,
1015760001,50.0,2024,1077.42,32651
4091020027,,2024,155.46,
4093770001,,2024,121.58,
4068510012,,2024,367.68,
1015830015,79.0,2024,1288.05,27292
4008500380,,2024,137.31,
4103430227,,2024,277.69,
3015850031,32.0,2024,198.19,18224
3036670028,,2024,300.26,
5039830080,,2024,82.49,
4003210011,39.0,2024,217.88,18452
5020990024,,2024,84.21,
3021060016,100.0,2024,30.46,255
4033940008,,2024,204.99,
5011580103,,2024,161.56,
3022450058,90.0,2024,134.27,4038
4096950014,74.0,2024,1806.77,29723
5038470030,,2024,58.74,
1017740033,,2024,1188.97,
2027350014,,2024,184.39,
1010160058,,2024,100.96,
1010160051,,2024,482.45,
1010160015,,2024,,
3000327502,84.0,2024,146.02,5389
4096290001,33.0,2024,480.13,29903
2025860001,,2024,32.41,
4055987501,73.0,2024,779.05,26022
1010110038,,2024,798.83,
3051210054,22.0,2024,377.63,28789
4012777501,28.0,2024,348.14,27135
4050447501,21.0,2024,1387.58,35582
3031010014,,2024,290.53,
4096810091,77.0,2024,306.04,14349
4156290062,49.0,2024,841.3,31659
5028770025,47.0,2024,933.98,32322
5028930001,82.0,2024,577.01,20670
5028940001,38.0,2024,796.41,32693
2024260012,99.0,2024,144.15,2931
2024320005,25.0,2024,247.69,22613
2024330023,69.0,2024,248.7,13669
2024500029,54.0,2024,162.96,11972
2024500031,30.0,2024,198.36,18533
2024560051,45.0,2024,235.0,18454
2024570050,62.0,2024,159.65,10228
2028160070,4.0,2024,350.89,29716
3045710001,69.0,2024,169.97,9299
3045710050,54.0,2024,217.2,15408
3085560080,73.0,2024,168.34,8386
4156270021,53.0,2024,116.52,10000
3032310001,3.0,2024,480.76,32624
1022180035,82.0,2024,572.49,20583
2024330028,69.0,2024,529.42,23869
2024530055,86.0,2024,273.63,10225
2025220070,46.0,2024,649.21,30512
2026967501,83.0,2024,384.14,15468
2030380029,100.0,2024,257.61,5685
2042847501,46.0,2024,699.71,30994
2045457501,71.0,2024,623.42,24825
2051417501,18.0,2024,626.24,33209
3012230053,17.0,2024,385.76,29511
3045170003,93.0,2024,310.45,9976
3038080011,94.0,2024,398.81,12525
4092810046,83.0,2024,298.55,12145
4092810044,90.0,2024,501.81,16418
4156220100,34.0,2024,942.06,33831
5031250116,1.0,2024,1274.5,36236
2024260004,31.0,2024,356.96,27045
2024260008,7.0,2024,450.08,31811
2028160001,100.0,2024,73.94,961
2028310032,71.0,2024,225.41,11823
2037107501,83.0,2024,266.02,10687
2046477501,91.0,2024,510.89,16265
3045170001,1.0,2024,762.52,35066
2039100115,100.0,2024,20.44,172
2036990037,19.0,2024,140.25,16124
1019930001,,2024,1279.44,
1014967502,,2024,580.94,
1013760015,52.0,2024,1411.93,33111
1005800011,53.0,2024,1144.41,32395
1015407503,76.0,2024,1446.81,28508
1002487501,40.0,2024,8124.72,35701
1004077503,32.0,2024,1067.84,34459
3011780026,61.0,2024,665.76,27908
1013197503,34.0,2024,620.71,31740
1000257501,76.0,2024,2475.08,29892
3050800039,92.0,2024,287.7,9335
4050407501,81.0,2024,356.67,15187
3051000091,66.0,2024,318.4,18217
1013107503,99.0,2024,138.72,2801
4008900091,85.0,2024,232.76,8726
1011170019,83.0,2024,234.43,9268
3061200046,63.0,2024,237.83,14615
4161810042,9.0,2024,866.98,35056
2057890024,90.0,2024,644.83,18899
3086647502,,2024,94.27,
3023537501,10.0,2024,199.77,21256
4050130016,55.0,2024,189.79,13453
2026140004,32.0,2024,244.44,21404
4063240020,2.0,2024,394.67,31116
1014950033,36.0,2024,526.54,30362
3024727503,19.0,2024,1853.63,36035
1006720001,93.0,2024,14297.83,26441
3015880001,100.0,2024,547.66,12742
3031390021,81.0,2024,606.53,21443
3051620065,70.0,2024,148.14,8140
3065630010,,2024,170.88,
3052270013,96.0,2024,98.88,2400
1021520067,71.0,2024,272.3,14395
3051100068,64.0,2024,182.38,11061
3050660068,91.0,2024,251.34,8132
3048157501,60.0,2024,172.49,11305
2027950007,,2024,199.0,
3023327502,47.0,2024,2111.44,34464
1013160001,61.0,2024,2216.59,32733
1005610012,,2024,166.83,
4032340185,,2024,597.1,
3001560012,73.0,2024,199.29,9922
3022507503,13.0,2024,212.28,21780
3022427503,,2024,166.72,
3018847501,,2024,123.98,
3039710019,69.0,2024,452.43,22153
3087920063,79.0,2024,228.82,9987
4000217501,45.0,2024,1370.69,33921
1021220084,2.0,2024,470.67,32580
1013820017,27.0,2024,275.64,23915
1018310023,68.0,2024,114.0,7328
